user_id|reader|location|age
362|254650|slovakia|25
363|254651|france|30
364|254652|usa|40
365|254659|canada|45
366|254664|germany|25
367|254665|canada|30
368|254669|united kingdom|25
369|254670|usa|30
370|254671|usa|40
371|254672|usa|40
372|254673|usa|40
373|254674|usa|40
374|254677|usa|45
375|254678|usa|45
376|254682|usa|25
377|254684|usa|25
378|254686|usa|40
379|254688|usa|40
380|254689|usa|40
381|254690|canada|30
382|254694|new zealand|35
383|254696|usa|30
384|254701|germany|20
385|254702|usa|35
386|254703|switzerland|40
387|254704|usa|45
388|254705|france|20
389|254707|usa|40
390|254708|spain|30
391|254709|germany|25
392|254711|germany|20
393|254714|austria|25
394|254715|switzerland|60
395|254716|germany|15
396|254717|italy|20
397|254718|usa|20
398|254719|usa|35
399|254723|usa|50
400|254725|usa|55
401|254726|germany|35
402|254730|germany|25
403|254733|philippines|25
404|254734|canada|50
405|254736|germany|35
406|254737|usa|25
407|254739|spain|30
408|254743|usa|15
409|254744|germany|25
410|254745|germany|15
411|254746|germany|20
412|254748|portugal|30
413|254749|united kingdom|10
414|254750|canada|40
415|254751|usa|50
416|254753|germany|35
417|254754|usa|25
418|254755|usa|25
419|254756|usa|25
420|254758|usa|25
421|254760|germany|20
422|254761|usa|30
423|254763|usa|30
424|254767|usa|45
425|254775|usa|50
426|254777|usa|65
427|254779|usa|50
428|254780|usa|15
429|254781|usa|45
430|254782|singapore|15
431|254783|canada|20
432|254784|usa|55
433|254785|germany|20
434|254786|united kingdom|35
435|254788|usa|25
436|254791|finland|25
437|254792|canada|30
438|254793|germany|30
439|254795|usa|65
440|254796|greece|35
441|254797|indonesia|15
442|254800|usa|50
443|254802|germany|20
444|254803|canada|30
445|254804|australia|55
446|254805|usa|40
447|254806|germany|30
448|254809|austria|25
449|254810|usa|20
450|254811|usa|25
451|254812|spain|25
452|254814|usa|20
453|254815|new zealand|15
454|254816|spain|20
455|254817|usa|15
456|254820|usa|45
457|254821|united kingdom|15
458|254823|japan|20
459|254825|germany|30
460|254830|usa|15
461|254832|australia|20
462|254833|japan|35
463|254834|japan|30
464|254835|nigeria|15
465|254836|canada|10
466|254838|spain|25
467|254840|spain|50
468|254843|usa|50
469|254844|usa|30
470|254846|usa|50
471|254847|canada|50
472|254848|germany|25
473|254849|turkey|25
474|254850|portugal|25
475|254851|greece|15
476|254852|canada|20
477|254853|spain|30
478|254854|germany|25
479|254856|korea|15
480|254860|spain|35
481|254862|usa|40
482|254863|usa|35
483|254864|usa|60
484|254866|canada|45
485|254867|usa|40
486|254868|germany|35
487|254870|united kingdom|25
488|254874|france|40
489|254875|usa|55
490|254876|germany|50
491|254877|germany|25
492|254880|denmark|20
493|254881|united kingdom|35
494|254882|usa|25
495|254883|nigeria|30
496|254887|usa|35
497|254888|australia|15
498|254891|united kingdom|15
499|254892|spain|20
500|254896|italy|30
501|254898|usa|50
502|254899|usa|50
503|254900|usa|55
504|254902|united kingdom|10
505|254904|germany|40
506|254906|australia|25
507|254910|usa|50
508|254912|usa|55
509|254914|germany|30
510|254915|united kingdom|20
511|254916|china|20
512|254917|germany|35
513|254918|australia|15
514|254922|usa|50
515|254923|usa|45
516|254926|slovakia|20
517|254928|belgium|20
518|254929|united kingdom|20
519|254930|argentina|15
520|254931|usa|15
521|254933|usa|30
522|254934|usa|55
523|254935|united kingdom|30
524|254936|portugal|25
525|254943|szech republic|30
526|254945|usa|30
527|254946|usa|60
528|254947|germany|45
529|254948|united kingdom|45
530|254950|slovakia|20
531|254951|united kingdom|25
532|254952|germany|35
533|254956|usa|25
534|254957|usa|50
535|254958|germany|45
536|254959|germany|25
537|254960|germany|15
538|254961|united kingdom|25
539|254963|spain|20
540|254967|usa|75
541|254969|philippines|15
542|254970|china|15
543|254971|usa|50
544|254972|denmark|60
545|254973|usa|25
546|254975|usa|35
547|254978|chile|55
548|254982|spain|25
549|254983|usa|40
550|254984|united kingdom|15
551|254985|usa|15
552|254986|united kingdom|30
553|254989|usa|35
554|254993|chile|25
555|254994|usa|35
556|254995|usa|35
557|254996|portugal|20
558|255000|france|20
559|255001|spain|35
560|255002|italy|35
561|255004|germany|45
562|255005|usa|40
563|255008|australia|30
564|255009|spain|35
565|255010|usa|40
566|255013|usa|70
567|255015|united kingdom|25
568|255017|usa|40
569|255018|canada|65
570|255020|germany|30
571|255021|austria|35
572|255022|canada|40
573|255024|germany|25
574|255025|germany|25
575|255026|usa|35
576|255027|ireland|15
577|255028|usa|45
578|255029|germany|35
579|255030|usa|45
580|255031|usa|55
581|255032|usa|50
582|255037|united kingdom|15
583|255040|united kingdom|45
584|255041|canada|40
585|255043|usa|35
586|255045|usa|40
587|255046|usa|45
588|255047|spain|25
589|255048|usa|50
590|255049|australia|10
591|255050|usa|30
592|255051|usa|30
593|255052|germany|20
594|255056|usa|40
595|255058|israel|25
596|255059|usa|25
597|255060|canada|25
598|255062|usa|45
599|255064|usa|20
600|255065|usa|50
601|255068|usa|45
602|255069|united kingdom|20
603|255070|usa|5
604|255071|germany|55
605|255073|united kingdom|30
606|255077|usa|30
607|255078|usa|45
608|255081|italy|25
609|255083|germany|30
610|255087|spain|60
611|255088|austria|30
612|255091|usa|55
613|255093|usa|25
614|255094|germany|25
615|255095|united kingdom|65
616|255096|usa|20
617|255097|germany|45
618|255099|germany|20
619|255100|usa|40
620|255103|usa|65
621|255106|italy|45
622|255107|usa|60
623|255111|usa|30
624|255112|united kingdom|20
625|255114|usa|40
626|255117|australia|15
627|255118|germany|35
628|255120|usa|40
629|255121|canada|45
630|255123|usa|40
631|255124|costa rica|20
632|255129|ireland|20
633|255130|united kingdom|30
634|255135|usa|55
635|255136|usa|10
636|255137|usa|40
637|255139|australia|25
638|255140|usa|20
639|255141|usa|50
640|255143|germany|30
641|255144|netherlands|45
642|255146|united kingdom|15
643|255147|usa|20
644|255148|united kingdom|35
645|255149|usa|30
646|255156|united kingdom|20
647|255157|usa|20
648|255158|usa|20
649|255159|malaysia|15
650|255161|united kingdom|25
651|255163|germany|20
652|255165|canada|35
653|255166|usa|20
654|255167|usa|45
655|255168|usa|75
656|255169|usa|40
657|255170|usa|45
658|255171|usa|15
659|255172|usa|35
660|255174|new zealand|15
661|255176|ireland|25
662|255178|usa|80
663|255179|usa|60
664|255181|united kingdom|15
665|255182|singapore|20
666|255183|australia|15
667|255184|australia|15
668|255185|italy|40
669|255186|usa|35
670|255187|usa|40
671|255188|spain|20
672|255189|germany|30
673|255191|usa|55
674|255192|germany|35
675|255193|switzerland|30
676|255194|united kingdom|20
677|255195|germany|40
678|255198|france|25
679|255199|united kingdom|20
680|255200|usa|45
681|255201|usa|50
682|255204|italy|25
683|255205|usa|55
684|255209|germany|35
685|255210|usa|40
686|255213|germany|25
687|255214|usa|60
688|255216|usa|50
689|255217|usa|45
690|255218|usa|45
691|255221|usa|20
692|255223|germany|20
693|255225|usa|25
694|255227|usa|55
695|255229|usa|60
696|255230|usa|50
697|255231|germany|25
698|255232|canada|50
699|255234|canada|30
700|255235|usa|35
701|255237|usa|50
702|255238|germany|30
703|255240|italy|35
704|255242|france|30
705|255244|france|20
706|255248|usa|55
707|255250|spain|45
708|255251|united kingdom|20
709|255255|spain|45
710|255256|spain|15
711|255259|szech republic|30
712|255260|usa|10
713|255261|usa|35
714|255263|usa|20
715|255265|usa|25
716|255268|usa|20
717|255270|germany|20
718|255271|usa|65
719|255272|spain|40
720|255274|usa|45
721|255275|usa|55
722|255276|united kingdom|25
723|255279|united kingdom|30
724|255280|united kingdom|30
725|255281|slovenia|20
726|255282|usa|25
727|255284|philippines|20
728|255285|united kingdom|20
729|255286|usa|15
730|255287|usa|40
731|255289|usa|45
732|255291|australia|40
733|255292|canada|15
734|255293|canada|15
735|255294|france|30
736|255295|spain|25
737|255297|spain|45
738|255298|spain|20
739|255300|usa|30
740|255302|spain|35
741|255305|usa|55
742|255308|usa|25
743|255309|usa|40
744|255313|italy|30
745|255315|usa|30
746|255316|usa|60
747|255318|spain|35
748|255319|spain|30
749|255320|australia|50
750|255321|united kingdom|25
751|255323|germany|40
752|255327|norway|40
753|255328|germany|30
754|255331|united kingdom|70
755|255333|new zealand|30
756|255334|australia|15
757|255336|spain|55
758|255338|australia|30
759|255339|australia|30
760|255340|usa|40
761|255341|belgium|20
762|255342|usa|45
763|255344|spain|25
764|255346|spain|30
765|255347|usa|25
766|255348|usa|40
767|255350|spain|40
768|255351|usa|50
769|255352|usa|45
770|255353|brazil|25
771|255355|spain|30
772|255357|united kingdom|20
773|255358|italy|20
774|255359|germany|20
775|255360|spain|20
776|255361|spain|35
777|255362|italy|45
778|255363|finland|25
779|255366|germany|15
780|255368|usa|15
781|255369|spain|35
782|255371|spain|30
783|255373|usa|50
784|255376|usa|25
785|255377|united kingdom|30
786|255380|usa|30
787|255381|australia|25
788|255382|france|25
789|255385|usa|45
790|255386|australia|20
791|255387|usa|25
792|255390|usa|15
793|255391|spain|25
794|255392|spain|15
795|255393|italy|35
796|255395|spain|20
797|255397|usa|50
798|255398|usa|60
799|255401|usa|30
800|255402|australia|40
801|255403|usa|45
802|255405|france|20
803|255406|germany|35
804|255407|united kingdom|55
805|255408|netherlands|40
806|255410|united kingdom|40
807|255412|united kingdom|35
808|255413|usa|40
809|255414|slovakia|30
810|255415|usa|45
811|255416|australia|35
812|255417|china|20
813|255418|spain|70
814|255419|spain|20
815|255420|united kingdom|50
816|255425|usa|30
817|255426|united kingdom|25
818|255428|usa|25
819|255429|usa|35
820|255430|spain|40
821|255431|usa|35
822|255433|france|40
823|255434|usa|25
824|255435|united kingdom|40
825|255436|usa|35
826|255437|canada|30
827|255443|united kingdom|40
828|255444|usa|40
829|255447|usa|40
830|255449|germany|30
831|255450|usa|40
832|255453|usa|60
833|255455|france|30
834|255458|china|25
835|255459|china|10
836|255462|new zealand|60
837|255464|united kingdom|25
838|255467|spain|30
839|255468|usa|20
840|255469|new zealand|75
841|255471|canada|40
842|255472|united kingdom|55
843|255474|united kingdom|55
844|255475|usa|55
845|255477|usa|45
846|255478|spain|40
847|255479|usa|10
848|255480|spain|20
849|255481|usa|55
850|255482|united kingdom|40
851|255484|united kingdom|35
852|255491|usa|30
853|255492|canada|40
854|255493|denmark|20
855|255495|germany|20
856|255496|usa|30
857|255497|canada|55
858|255498|usa|50
859|255501|usa|45
860|255503|usa|25
861|255505|usa|25
862|255509|usa|65
863|255511|canada|15
864|255512|usa|45
865|255514|usa|35
866|255515|australia|35
867|255516|usa|20
868|255518|africa|75
869|255521|australia|65
870|255522|australia|20
871|255523|usa|30
872|255525|usa|50
873|2|usa|15
874|3|russia|30
875|4|portugal|15
876|6|usa|60
877|10|spain|25
878|11|australia|10
879|13|spain|25
880|18|brazil|25
881|20|usa|15
882|21|spain|45
883|24|germany|15
884|25|usa|55
885|27|usa|30
886|28|germany|20
887|29|mexico|15
888|30|usa|20
889|31|china|20
890|33|usa|30
891|35|usa|15
892|36|canada|20
893|37|spain|20
894|38|italy|30
895|40|usa|30
896|41|usa|10
897|42|usa|15
898|44|usa|50
899|46|germany|30
900|47|italy|20
901|50|united kingdom|15
902|51|usa|30
903|54|usa|40
904|56|usa|20
905|59|usa|20
906|61|usa|30
907|63|usa|55
908|64|france|30
909|66|canada|30
910|67|usa|40
911|70|usa|40
912|71|canada|20
913|72|united kingdom|30
914|74|netherlands|30
915|75|usa|35
916|78|usa|15
917|79|canada|20
918|85|united kingdom|40
919|89|usa|50
920|90|usa|40
921|92|spain|20
922|93|usa|50
923|98|new zealand|15
924|99|usa|40
925|100|spain|40
926|101|india|25
927|103|usa|50
928|104|usa|45
929|105|united kingdom|35
930|109|usa|20
931|111|portugal|25
932|112|mexico|30
933|114|usa|55
934|117|usa|55
935|118|ghana|25
936|119|usa|35
937|120|france|10
938|123|usa|20
939|124|usa|55
940|125|usa|45
941|126|netherlands|20
942|127|switzerland|25
943|129|usa|45
944|132|usa|35
945|133|usa|45
946|138|usa|25
947|139|usa|35
948|140|germany|20
949|143|usa|25
950|144|usa|60
951|148|united kingdom|60
952|149|slovenia|30
953|150|iran|25
954|152|netherlands|25
955|153|france|20
956|156|herzegovina|20
957|157|italy|35
958|158|germany|35
959|160|portugal|20
960|161|portugal|25
961|163|vietnam|30
962|164|mexico|30
963|165|usa|60
964|166|australia|20
965|168|usa|40
966|171|brazil|25
967|172|brazil|65
968|174|sri lanka|30
969|176|united kingdom|30
970|177|netherlands|45
971|178|usa|25
972|182|netherlands|35
973|183|portugal|25
974|185|usa|15
975|187|usa|25
976|188|usa|15
977|189|belgium|30
978|190|belgium|30
979|191|germany|40
980|193|india|20
981|195|usa|20
982|196|malaysia|30
983|198|germany|20
984|199|usa|35
985|200|united kingdom|25
986|202|canada|25
987|204|usa|15
988|205|turkey|20
989|206|france|60
990|209|malaysia|20
991|210|usa|50
992|211|spain|20
993|212|philippines|20
994|214|usa|25
995|215|canada|20
996|216|spain|40
997|218|india|40
998|220|colombia|30
999|221|usa|75
1000|228|usa|40
1001|229|india|20
1002|232|india|15
1003|234|finland|25
1004|235|portugal|20
1005|237|usa|25
1006|238|united kingdom|20
1007|240|australia|20
1008|242|germany|35
1009|245|usa|30
1010|246|norway|15
1011|247|greece|20
1012|248|canada|15
1013|249|netherlands|25
1014|250|usa|25
1015|251|spain|50
1016|252|kuwait|65
1017|253|italy|25
1018|254|usa|20
1019|255|chile|30
1020|259|usa|45
1021|260|usa|50
1022|261|germany|45
1023|262|usa|25
1024|264|taiwan|20
1025|265|china|20
1026|267|usa|25
1027|271|pakistan|20
1028|272|usa|20
1029|274|italy|25
1030|277|australia|15
1031|278|usa|20
1032|281|germany|30
1033|284|spain|35
1034|286|usa|15
1035|288|usa|15
1036|289|usa|15
1037|292|usa|20
1038|293|canada|25
1039|295|usa|25
1040|296|spain|20
1041|297|usa|25
1042|299|france|40
1043|301|usa|30
1044|302|usa|50
1045|304|usa|20
1046|307|finland|25
1047|308|spain|50
1048|309|united kingdom|30
1049|310|spain|25
1050|311|netherlands|30
1051|314|denmark|25
1052|316|canada|20
1053|317|usa|40
1054|318|n/a,|30
1055|319|denmark|30
1056|320|usa|35
1057|321|pakistan|20
1058|323|usa|20
1059|328|usa|30
1060|329|pakistan|20
1061|331|argentina|60
1062|332|usa|55
1063|333|spain|20
1064|334|finland|25
1065|335|italy|25
1066|336|spain|25
1067|337|spain|15
1068|339|finland|20
1069|340|philippines|15
1070|341|france|50
1071|342|nigeria|25
1072|344|united kingdom|25
1073|345|usa|25
1074|346|canada|25
1075|347|canada|30
1076|352|usa|25
1077|353|spain|40
1078|357|united kingdom|25
1079|360|spain|30
1080|361|spain|25
1081|362|canada|60
1082|366|bulgaria|30
1083|367|usa|45
1084|368|usa|35
1085|372|germany|20
1086|374|germany|45
1087|375|germany|25
1088|376|usa|35
1089|378|usa|55
1090|379|canada|45
1091|384|romania|20
1092|386|iran|20
1093|387|usa|15
1094|388|usa|35
1095|389|spain|20
1096|390|usa|45
1097|392|spain|40
1098|393|united kingdom|20
1099|394|united kingdom|25
1100|395|spain|20
1101|397|portugal|50
1102|399|nigeria|40
1103|401|argentina|25
1104|402|united kingdom|15
1105|404|usa|35
1106|406|spain|35
1107|408|usa|15
1108|409|portugal|50
1109|410|united kingdom|40
1110|411|usa|25
1111|413|usa|15
1112|414|usa|30
1113|416|usa|30
1114|419|usa|10
1115|420|australia|10
1116|421|usa|45
1117|422|canada|20
1118|424|usa|25
1119|425|canada|30
1120|429|usa|25
1121|431|usa|40
1122|433|usa|45
1123|436|australia|50
1124|438|italy|30
1125|440|usa|15
1126|442|united kingdom|20
1127|443|usa|45
1128|444|usa|40
1129|448|usa|20
1130|450|italy|30
1131|451|usa|30
1132|454|united kingdom|50
1133|455|canada|50
1134|456|usa|30
1135|457|united kingdom|60
1136|458|usa|15
1137|459|usa|35
1138|461|singapore|15
1139|462|usa|15
1140|463|australia|20
1141|464|india|20
1142|469|usa|15
1143|470|usa|30
1144|471|australia|30
1145|473|philippines|25
1146|475|canada|30
1147|477|usa|45
1148|478|usa|10
1149|480|usa|60
1150|482|usa|45
1151|483|usa|70
1152|484|usa|15
1153|485|usa|50
1154|486|usa|30
1155|488|usa|25
1156|491|canada|25
1157|492|usa|60
1158|493|usa|25
1159|496|usa|50
1160|497|usa|50
1161|498|usa|25
1162|499|usa|60
1163|500|usa|15
1164|502|usa|45
1165|503|usa|40
1166|504|usa|25
1167|505|usa|50
1168|508|usa|25
1169|512|usa|55
1170|514|usa|30
1171|515|usa|20
1172|517|usa|20
1173|519|united kingdom|20
1174|523|usa|15
1175|524|australia|35
1176|525|france|25
1177|526|germany|35
1178|527|germany|20
1179|528|singapore|15
1180|529|usa|25
1181|530|usa|45
1182|531|usa|55
1183|532|argentina|50
1184|533|united kingdom|30
1185|534|usa|55
1186|536|vietnam|20
1187|537|usa|30
1188|538|usa|25
1189|540|usa|65
1190|541|usa|45
1191|543|vietnam|25
1192|546|italy|50
1193|551|india|15
1194|553|denmark|15
1195|555|italy|35
1196|556|usa|30
1197|557|usa|45
1198|561|usa|35
1199|564|usa|15
1200|565|usa|45
1201|568|egypt|30
1202|569|pakistan|25
1203|571|netherlands|20
1204|573|egypt|30
1205|574|spain|30
1206|575|portugal|20
1207|576|switzerland|35
1208|577|iran|30
1209|579|india|25
1210|580|spain|20
1211|581|spain|45
1212|582|australia|55
1213|586|malaysia|25
1214|588|usa|60
1215|591|usa|40
1216|593|canada|25
1217|595|usa|15
1218|596|usa|45
1219|597|usa|40
1220|599|usa|35
1221|600|iran|20
1222|602|usa|20
1223|604|usa|40
1224|607|china|30
1225|608|usa|30
1226|609|spain|30
1227|610|spain|15
1228|611|italy|20
1229|612|usa|20
1230|613|turkey|30
1231|614|italy|25
1232|615|portugal|25
1233|616|usa|30
1234|617|portugal|50
1235|620|canada|45
1236|621|spain|45
1237|622|brazil|20
1238|625|france|40
1239|626|austria|40
1240|629|germany|40
1241|630|france|30
1242|632|usa|15
1243|634|germany|50
1244|635|canada|20
1245|637|singapore|20
1246|638|usa|20
1247|642|usa|35
1248|643|france|20
1249|646|united kingdom|20
1250|647|australia|35
1251|651|usa|25
1252|654|canada|30
1253|655|usa|55
1254|658|usa|60
1255|661|germany|20
1256|662|canada|20
1257|663|spain|45
1258|664|spain|25
1259|668|india|25
1260|669|india|20
1261|671|arabia|30
1262|673|india|20
1263|676|italy|30
1264|677|usa|25
1265|679|usa|65
1266|680|usa|25
1267|681|indonesia|20
1268|682|usa|40
1269|683|usa|25
1270|684|usa|40
1271|685|usa|20
1272|687|romania|35
1273|688|australia|10
1274|689|france|20
1275|690|usa|80
1276|691|united kingdom|25
1277|692|usa|40
1278|693|usa|55
1279|696|canada|10
1280|700|malaysia|15
1281|701|usa|30
1282|702|usa|50
1283|703|usa|50
1284|709|usa|10
1285|710|brazil|40
1286|711|united kingdom|25
1287|712|switzerland|25
1288|713|united kingdom|45
1289|716|mexico|30
1290|718|usa|30
1291|719|canada|50
1292|720|usa|15
1293|722|usa|65
1294|725|portugal|20
1295|726|usa|30
1296|727|portugal|40
1297|733|new zealand|50
1298|735|usa|25
1299|736|germany|30
1300|739|usa|55
1301|741|usa|15
1302|744|usa|45
1303|745|germany|25
1304|746|usa|35
1305|748|spain|10
1306|750|switzerland|35
1307|751|spain|40
1308|754|germany|30
1309|755|china|20
1310|757|usa|25
1311|761|china|30
1312|762|portugal|20
1313|764|usa|25
1314|766|usa|50
1315|770|iran|30
1316|771|usa|35
1317|772|portugal|25
1318|774|usa|15
1319|775|arabia|25
1320|776|new zealand|20
1321|781|united kingdom|20
1322|782|usa|55
1323|784|usa|35
1324|786|usa|45
1325|792|usa|40
1326|794|usa|45
1327|801|usa|50
1328|802|argentina|30
1329|803|spain|40
1330|804|usa|35
1331|805|usa|30
1332|807|germany|30
1333|809|usa|35
1334|811|switzerland|30
1335|812|canada|15
1336|813|usa|40
1337|815|canada|40
1338|816|italy|30
1339|817|usa|40
1340|820|usa|35
1341|821|italy|30
1342|822|united kingdom|25
1343|823|usa|35
1344|824|usa|15
1345|825|usa|35
1346|826|usa|65
1347|828|usa|35
1348|829|usa|20
1349|830|usa|55
1350|831|spain|20
1351|834|usa|15
1352|835|italy|35
1353|837|usa|25
1354|838|usa|70
1355|839|nigeria|40
1356|840|spain|20
1357|841|usa|20
1358|842|germany|40
1359|843|usa|25
1360|845|italy|25
1361|846|usa|55
1362|847|spain|20
1363|850|germany|20
1364|852|spain|25
1365|853|usa|20
1366|855|germany|50
1367|856|spain|25
