"label";"Reader";"cluster";"average(Rating_Score)"
1;2175;"cluster_1";7.0
1;2189;"cluster_1";9.25
1;2231;"cluster_1";7.0
1;2247;"cluster_1";10.0
1;2254;"cluster_1";7.0
1;2255;"cluster_1";8.0
1;2269;"cluster_1";9.0
1;2283;"cluster_1";8.5
1;2309;"cluster_1";9.0
1;2314;"cluster_1";6.0
1;2321;"cluster_1";9.0
1;2373;"cluster_1";7.0
1;2447;"cluster_1";8.0
1;2517;"cluster_1";8.666666666666666
1;2574;"cluster_1";7.0
1;2657;"cluster_1";7.0
1;2740;"cluster_1";8.0
1;2765;"cluster_1";7.0
1;2774;"cluster_1";10.0
1;2775;"cluster_1";8.5
1;2805;"cluster_1";8.0
1;2873;"cluster_1";10.0
1;2899;"cluster_1";8.5
1;2901;"cluster_1";7.666666666666667
1;2902;"cluster_1";9.0
1;2911;"cluster_1";10.0
1;2918;"cluster_1";9.0
1;2920;"cluster_1";5.666666666666667
1;2921;"cluster_1";8.0
1;2954;"cluster_1";10.0
1;3035;"cluster_1";9.666666666666666
1;3052;"cluster_1";6.0
1;3098;"cluster_1";10.0
1;3117;"cluster_1";8.0
1;3129;"cluster_1";7.0
1;3197;"cluster_1";7.0
1;3200;"cluster_1";7.0
1;3205;"cluster_1";7.8
1;3214;"cluster_1";8.5
1;3227;"cluster_1";7.0
1;3303;"cluster_1";10.0
1;3315;"cluster_1";9.181818181818182
1;3330;"cluster_1";8.0
1;3347;"cluster_1";7.0
1;3358;"cluster_1";7.0
1;3364;"cluster_1";8.5
1;3370;"cluster_1";5.0
1;3402;"cluster_1";9.0
1;3408;"cluster_1";10.0
1;3413;"cluster_1";7.0
1;3416;"cluster_1";6.0
1;3442;"cluster_1";7.0
1;3444;"cluster_1";10.0
1;3530;"cluster_1";10.0
1;3543;"cluster_1";10.0
1;3624;"cluster_1";8.0
1;3659;"cluster_1";8.0
1;3660;"cluster_1";7.5
1;3679;"cluster_1";10.0
1;3792;"cluster_1";7.0
1;3798;"cluster_1";9.0
1;3801;"cluster_1";8.0
1;3852;"cluster_1";10.0
1;3874;"cluster_1";9.0
1;3894;"cluster_1";8.0
1;3908;"cluster_1";10.0
1;3933;"cluster_1";8.5
1;3939;"cluster_1";8.0
1;3944;"cluster_1";6.0
1;4010;"cluster_1";10.0
1;4047;"cluster_1";8.0
1;4103;"cluster_1";6.0
1;4124;"cluster_1";7.666666666666667
1;4152;"cluster_1";8.0
1;4160;"cluster_1";10.0
1;4193;"cluster_1";9.0
1;4200;"cluster_1";8.0
1;4219;"cluster_1";8.0
1;4221;"cluster_1";7.0
1;4250;"cluster_1";9.0
1;4263;"cluster_1";8.0
1;4281;"cluster_1";9.666666666666666
1;4297;"cluster_1";10.0
1;4370;"cluster_1";7.5
1;4412;"cluster_1";8.0
1;4487;"cluster_1";9.0
1;4491;"cluster_1";9.0
1;4503;"cluster_1";9.0
1;4560;"cluster_1";5.0
1;4562;"cluster_1";8.0
1;4595;"cluster_1";6.0
1;4596;"cluster_1";8.0
1;4612;"cluster_1";6.5
1;4703;"cluster_1";8.5
1;4724;"cluster_1";9.0
1;4755;"cluster_1";7.25
1;4787;"cluster_1";10.0
1;4825;"cluster_1";10.0
1;4888;"cluster_1";10.0
1;4894;"cluster_1";8.0
1;4909;"cluster_1";9.0
1;4954;"cluster_1";10.0
1;4963;"cluster_1";7.0
1;4994;"cluster_1";9.0
1;4997;"cluster_1";10.0
1;5064;"cluster_1";10.0
1;5103;"cluster_1";7.0
1;5107;"cluster_1";4.0
1;5116;"cluster_1";7.5
1;5140;"cluster_1";7.0
1;5240;"cluster_1";7.0
1;5271;"cluster_1";8.0
1;5277;"cluster_1";7.0
1;5292;"cluster_1";8.666666666666666
1;5331;"cluster_1";9.0
1;5344;"cluster_1";10.0
1;5367;"cluster_1";9.166666666666666
1;5370;"cluster_1";10.0
1;5380;"cluster_1";7.0
1;5385;"cluster_1";2.0
1;5391;"cluster_1";10.0
1;5407;"cluster_1";8.428571428571429
1;5410;"cluster_1";8.0
1;5423;"cluster_1";9.0
1;5455;"cluster_1";7.0
1;5491;"cluster_1";8.0
1;5522;"cluster_1";8.0
1;5540;"cluster_1";8.0
1;5577;"cluster_1";7.4
1;5705;"cluster_1";8.0
1;5738;"cluster_1";9.0
1;5743;"cluster_1";9.0
1;5751;"cluster_1";8.0
1;5765;"cluster_1";6.0
1;5795;"cluster_1";9.5
1;5824;"cluster_1";9.0
1;5832;"cluster_1";8.0
1;5856;"cluster_1";10.0
1;5905;"cluster_1";8.0
1;5940;"cluster_1";7.0
1;5941;"cluster_1";10.0
1;5951;"cluster_1";10.0
1;5960;"cluster_1";8.428571428571429
1;5964;"cluster_1";9.333333333333334
1;5980;"cluster_1";7.0
1;5998;"cluster_1";8.0
1;6024;"cluster_1";3.0
1;6037;"cluster_1";9.0
1;6044;"cluster_1";9.0
1;6120;"cluster_1";7.0
1;6153;"cluster_1";6.0
1;6200;"cluster_1";10.0
1;6213;"cluster_1";7.0
1;6246;"cluster_1";8.5
1;6301;"cluster_1";8.0
1;6306;"cluster_1";7.0
1;6317;"cluster_1";8.25
1;6358;"cluster_1";8.0
1;6362;"cluster_1";6.75
1;6363;"cluster_1";8.0
1;6404;"cluster_1";9.0
1;6410;"cluster_1";9.0
1;6412;"cluster_1";9.0
1;6414;"cluster_1";9.0
1;6524;"cluster_1";10.0
1;6534;"cluster_1";7.0
1;6545;"cluster_1";7.5
1;6560;"cluster_1";8.0
1;6574;"cluster_1";9.0
1;6649;"cluster_1";9.0
1;6655;"cluster_1";10.0
1;6681;"cluster_1";8.0
1;6684;"cluster_1";10.0
1;6702;"cluster_1";7.0
1;6743;"cluster_1";10.0
1;6746;"cluster_1";10.0
1;6748;"cluster_1";10.0
1;6783;"cluster_1";8.0
1;6792;"cluster_1";8.0
1;6797;"cluster_1";7.666666666666667
1;6826;"cluster_1";7.0
1;6852;"cluster_1";9.0
1;6894;"cluster_1";7.0
1;6898;"cluster_1";8.0
1;6904;"cluster_1";9.0
1;6984;"cluster_1";7.666666666666667
1;7018;"cluster_1";8.6
1;7048;"cluster_1";10.0
1;7093;"cluster_1";7.0
1;7106;"cluster_1";9.0
1;7131;"cluster_1";10.0
1;7145;"cluster_1";7.0
1;7150;"cluster_1";10.0
1;7154;"cluster_1";8.0
1;7193;"cluster_1";8.666666666666666
1;7268;"cluster_1";7.0
1;7292;"cluster_1";7.0
1;7295;"cluster_1";10.0
1;7306;"cluster_1";8.0
1;7427;"cluster_1";9.1
1;7460;"cluster_1";10.0
1;7470;"cluster_1";9.0
1;7505;"cluster_1";10.0
1;7566;"cluster_1";9.0
1;7623;"cluster_1";10.0
1;7636;"cluster_1";9.0
1;7740;"cluster_1";6.0
1;7748;"cluster_1";9.0
1;7759;"cluster_1";7.0
1;7781;"cluster_1";7.285714285714286
1;7812;"cluster_1";4.0
1;7836;"cluster_1";10.0
1;7869;"cluster_1";7.0
1;7921;"cluster_1";9.0
1;8004;"cluster_1";9.0
1;8020;"cluster_1";7.0
1;8037;"cluster_1";10.0
1;8105;"cluster_1";7.5
1;8109;"cluster_1";10.0
1;8196;"cluster_1";7.0
1;8220;"cluster_1";6.0
1;8274;"cluster_1";8.0
1;8291;"cluster_1";7.5
1;8320;"cluster_1";6.666666666666667
1;8361;"cluster_1";10.0
1;8367;"cluster_1";6.0
1;8402;"cluster_1";10.0
1;8412;"cluster_1";9.0
1;8415;"cluster_1";8.0
1;8438;"cluster_1";9.5
1;8452;"cluster_1";7.0
1;8463;"cluster_1";7.0
1;8521;"cluster_1";7.0
1;8539;"cluster_1";6.0
1;8566;"cluster_1";9.0
1;8587;"cluster_1";7.0
1;8615;"cluster_1";8.0
1;8660;"cluster_1";10.0
1;8665;"cluster_1";8.0
1;8667;"cluster_1";10.0
1;8672;"cluster_1";10.0
1;8740;"cluster_1";7.285714285714286
1;8748;"cluster_1";10.0
1;8799;"cluster_1";10.0
1;8824;"cluster_1";7.0
1;8831;"cluster_1";6.0
1;8835;"cluster_1";7.666666666666667
1;8839;"cluster_1";5.0
1;8868;"cluster_1";8.0
1;8898;"cluster_1";8.0
1;8915;"cluster_1";9.0
1;8963;"cluster_1";8.0
1;8965;"cluster_1";8.0
1;8968;"cluster_1";9.0
1;9000;"cluster_1";9.0
1;9022;"cluster_1";8.0
1;9030;"cluster_1";8.25
1;9070;"cluster_1";2.0
1;9103;"cluster_1";5.0
1;9188;"cluster_1";7.0
1;9210;"cluster_1";8.692307692307692
1;9227;"cluster_1";8.333333333333334
1;9277;"cluster_1";8.0
1;9318;"cluster_1";9.0
1;9392;"cluster_1";9.5
1;9460;"cluster_1";8.0
1;9477;"cluster_1";10.0
1;9541;"cluster_1";8.0
1;9546;"cluster_1";8.0
1;9640;"cluster_1";9.0
1;9661;"cluster_1";7.0
1;9707;"cluster_1";7.0
1;9712;"cluster_1";9.0
1;9718;"cluster_1";10.0
1;9727;"cluster_1";7.6
1;9743;"cluster_1";10.0
1;9763;"cluster_1";9.6
1;9771;"cluster_1";8.0
1;9881;"cluster_1";10.0
1;9888;"cluster_1";10.0
1;9947;"cluster_1";9.0
1;9962;"cluster_1";7.5
1;9988;"cluster_1";8.0
1;10036;"cluster_1";8.0
1;10128;"cluster_1";8.5
1;10158;"cluster_1";7.0
1;10215;"cluster_1";9.0
1;10219;"cluster_1";7.0
1;10251;"cluster_1";9.0
1;10260;"cluster_1";9.0
1;10368;"cluster_1";8.666666666666666
1;10374;"cluster_1";7.5
1;10404;"cluster_1";8.0
1;10470;"cluster_1";10.0
1;10486;"cluster_1";9.4
1;10514;"cluster_1";10.0
1;10517;"cluster_1";10.0
1;10553;"cluster_1";8.0
1;10597;"cluster_1";8.0
1;10616;"cluster_1";8.5
1;10713;"cluster_1";9.0
1;10743;"cluster_1";8.0
1;10790;"cluster_1";9.666666666666666
1;10799;"cluster_1";5.0
1;10822;"cluster_1";8.0
1;10839;"cluster_1";10.0
1;10882;"cluster_1";8.0
1;10930;"cluster_1";9.0
1;10984;"cluster_1";7.0
1;11030;"cluster_1";7.0
1;11032;"cluster_1";9.0
1;11042;"cluster_1";7.0
1;11052;"cluster_1";6.0
1;11064;"cluster_1";9.0
1;11094;"cluster_1";7.0
1;11105;"cluster_1";8.0
1;11123;"cluster_1";8.857142857142858
1;11158;"cluster_1";8.0
1;11174;"cluster_1";8.0
1;11176;"cluster_1";10.0
1;11181;"cluster_1";9.25
1;11186;"cluster_1";6.0
1;11192;"cluster_1";10.0
1;11198;"cluster_1";8.0
1;11200;"cluster_1";6.0
1;11211;"cluster_1";10.0
1;11214;"cluster_1";10.0
1;11219;"cluster_1";7.944444444444445
1;11225;"cluster_1";10.0
1;11245;"cluster_1";3.0
1;11250;"cluster_1";9.0
1;11285;"cluster_1";5.0
1;11292;"cluster_1";10.0
1;11293;"cluster_1";6.0
1;11310;"cluster_1";9.0
1;11344;"cluster_1";7.333333333333333
1;11350;"cluster_1";10.0
1;11389;"cluster_1";7.0
1;11392;"cluster_1";7.0
1;11453;"cluster_1";8.5
1;11466;"cluster_1";6.5
1;11470;"cluster_1";8.0
1;11472;"cluster_1";6.0
1;11503;"cluster_1";8.0
1;11505;"cluster_1";9.5
1;11587;"cluster_1";9.0
1;11645;"cluster_1";8.0
1;11726;"cluster_1";8.0
1;11766;"cluster_1";7.0
1;11798;"cluster_1";8.0
1;11800;"cluster_1";9.25
1;11806;"cluster_1";8.0
1;11871;"cluster_1";7.0
1;11884;"cluster_1";9.666666666666666
1;11900;"cluster_1";8.0
1;11908;"cluster_1";7.0
1;11935;"cluster_1";5.714285714285714
1;11948;"cluster_1";7.0
1;11974;"cluster_1";9.0
1;12007;"cluster_1";4.0
1;12016;"cluster_1";7.666666666666667
1;12022;"cluster_1";8.0
1;12053;"cluster_1";7.333333333333333
1;12055;"cluster_1";7.0
1;12058;"cluster_1";8.0
1;12110;"cluster_1";5.0
1;12111;"cluster_1";9.0
1;12143;"cluster_1";6.0
1;12180;"cluster_1";9.0
1;12210;"cluster_1";10.0
1;12230;"cluster_1";9.0
1;12231;"cluster_1";8.0
1;12329;"cluster_1";4.0
1;12343;"cluster_1";6.5
1;12374;"cluster_1";9.0
1;12378;"cluster_1";7.0
1;12421;"cluster_1";8.0
1;12558;"cluster_1";5.0
1;12594;"cluster_1";8.333333333333334
1;12611;"cluster_1";10.0
1;12668;"cluster_1";7.0
1;12704;"cluster_1";10.0
1;12752;"cluster_1";7.5
1;12762;"cluster_1";7.0
1;12786;"cluster_1";7.0
1;12795;"cluster_1";8.0
1;12818;"cluster_1";8.0
1;12831;"cluster_1";8.5
1;12854;"cluster_1";8.5
1;12872;"cluster_1";9.0
1;12909;"cluster_1";8.0
1;12917;"cluster_1";10.0
1;12959;"cluster_1";10.0
1;13050;"cluster_1";9.0
1;13066;"cluster_1";6.0
1;13089;"cluster_1";7.0
1;13092;"cluster_1";8.0
1;13093;"cluster_1";9.0
1;13113;"cluster_1";8.0
1;13121;"cluster_1";9.0
1;13136;"cluster_1";9.0
1;13163;"cluster_1";7.0
1;13168;"cluster_1";10.0
1;13196;"cluster_1";7.75
1;13200;"cluster_1";8.555555555555555
1;13214;"cluster_1";7.5
1;13243;"cluster_1";10.0
1;13251;"cluster_1";9.0
1;13291;"cluster_1";10.0
1;13294;"cluster_1";8.5
1;13305;"cluster_1";8.0
1;13357;"cluster_1";6.0
1;13392;"cluster_1";7.0
1;13443;"cluster_1";7.0
1;13490;"cluster_1";5.0
1;13497;"cluster_1";7.333333333333333
1;13562;"cluster_1";8.0
1;13564;"cluster_1";9.0
1;13617;"cluster_1";7.0
1;13641;"cluster_1";8.0
1;13648;"cluster_1";5.0
1;13655;"cluster_1";8.0
1;13670;"cluster_1";8.666666666666666
1;13678;"cluster_1";10.0
1;13706;"cluster_1";8.0
1;13765;"cluster_1";8.0
1;13774;"cluster_1";9.0
1;13779;"cluster_1";8.0
1;13804;"cluster_1";9.0
1;13808;"cluster_1";9.0
1;13814;"cluster_1";6.0
1;13867;"cluster_1";6.5
1;13871;"cluster_1";8.5
1;13875;"cluster_1";9.5
1;13893;"cluster_1";10.0
1;13946;"cluster_1";8.4
1;13997;"cluster_1";8.0
1;14003;"cluster_1";7.9
1;14032;"cluster_1";8.0
1;14055;"cluster_1";9.2
1;14056;"cluster_1";8.0
1;14072;"cluster_1";9.0
1;14123;"cluster_1";8.0
1;14132;"cluster_1";8.0
1;14172;"cluster_1";9.0
1;14184;"cluster_1";9.0
1;14191;"cluster_1";7.0
1;14192;"cluster_1";10.0
1;14197;"cluster_1";10.0
1;14200;"cluster_1";6.0
1;14223;"cluster_1";9.0
1;14283;"cluster_1";10.0
1;14298;"cluster_1";5.0
1;14304;"cluster_1";5.0
1;14310;"cluster_1";10.0
1;14386;"cluster_1";8.0
1;14387;"cluster_1";8.0
1;14393;"cluster_1";5.0
1;14405;"cluster_1";9.166666666666666
1;14462;"cluster_1";9.0
1;14479;"cluster_1";9.0
1;14481;"cluster_1";9.5
1;14502;"cluster_1";9.0
1;14505;"cluster_1";10.0
1;14544;"cluster_1";10.0
1;14564;"cluster_1";7.0
1;14567;"cluster_1";9.666666666666666
1;14628;"cluster_1";8.0
1;14629;"cluster_1";9.625
1;14673;"cluster_1";9.0
1;14720;"cluster_1";5.0
1;14746;"cluster_1";9.0
1;14795;"cluster_1";6.0
1;14811;"cluster_1";9.2
1;14832;"cluster_1";7.0
1;14847;"cluster_1";10.0
1;14930;"cluster_1";8.0
1;14938;"cluster_1";8.0
1;14957;"cluster_1";9.0
1;14958;"cluster_1";8.0
1;14961;"cluster_1";4.0
1;14966;"cluster_1";4.0
1;15058;"cluster_1";5.0
1;15065;"cluster_1";9.0
1;15127;"cluster_1";5.0
1;15154;"cluster_1";9.4
1;15175;"cluster_1";8.0
1;15187;"cluster_1";10.0
1;15192;"cluster_1";5.0
1;15194;"cluster_1";9.0
1;15260;"cluster_1";9.75
1;15297;"cluster_1";7.285714285714286
1;15332;"cluster_1";10.0
1;15345;"cluster_1";10.0
1;15357;"cluster_1";9.25
1;15388;"cluster_1";6.333333333333333
1;15397;"cluster_1";5.0
1;15398;"cluster_1";8.0
1;15452;"cluster_1";8.0
1;15461;"cluster_1";9.0
1;15462;"cluster_1";9.0
1;15492;"cluster_1";8.0
1;15513;"cluster_1";9.0
1;15517;"cluster_1";7.333333333333333
1;15534;"cluster_1";9.0
1;15535;"cluster_1";10.0
1;15598;"cluster_1";7.5
1;15614;"cluster_1";9.0
1;15625;"cluster_1";8.0
1;15636;"cluster_1";5.0
1;15651;"cluster_1";8.166666666666666
1;15709;"cluster_1";7.0
1;15726;"cluster_1";8.0
1;15729;"cluster_1";7.0
1;15847;"cluster_1";6.0
1;15849;"cluster_1";9.0
1;15860;"cluster_1";8.0
1;15935;"cluster_1";8.5
1;15939;"cluster_1";10.0
1;15943;"cluster_1";10.0
1;15958;"cluster_1";5.0
1;15972;"cluster_1";8.5
1;15983;"cluster_1";10.0
1;16037;"cluster_1";6.0
1;16041;"cluster_1";9.0
1;16049;"cluster_1";10.0
1;16093;"cluster_1";5.0
1;16121;"cluster_1";9.25
1;16182;"cluster_1";10.0
1;16198;"cluster_1";9.0
1;16199;"cluster_1";9.0
1;16208;"cluster_1";9.0
1;16240;"cluster_1";10.0
1;16292;"cluster_1";7.0
1;16320;"cluster_1";7.0
1;16327;"cluster_1";8.0
1;16351;"cluster_1";10.0
1;16444;"cluster_1";6.5
1;16459;"cluster_1";9.5
1;16491;"cluster_1";10.0
1;16509;"cluster_1";9.0
1;16539;"cluster_1";9.0
1;16575;"cluster_1";9.4
1;16582;"cluster_1";5.0
1;16590;"cluster_1";7.0
1;16645;"cluster_1";10.0
1;16651;"cluster_1";9.333333333333334
1;16653;"cluster_1";10.0
1;16678;"cluster_1";6.0
1;16761;"cluster_1";8.333333333333334
1;16764;"cluster_1";5.0
1;16782;"cluster_1";7.0
1;16812;"cluster_1";6.0
1;16824;"cluster_1";8.0
1;16848;"cluster_1";8.0
1;16851;"cluster_1";6.666666666666667
1;16853;"cluster_1";9.0
1;16880;"cluster_1";9.0
1;16884;"cluster_1";7.0
1;16915;"cluster_1";8.0
1;16949;"cluster_1";8.0
1;16968;"cluster_1";7.0
1;17007;"cluster_1";6.0
1;17058;"cluster_1";10.0
1;17193;"cluster_1";4.0
1;17211;"cluster_1";7.0
1;17271;"cluster_1";10.0
1;17300;"cluster_1";7.5
1;17350;"cluster_1";7.0
1;17352;"cluster_1";8.0
1;17391;"cluster_1";9.428571428571429
1;17417;"cluster_1";8.0
1;17510;"cluster_1";5.0
1;17555;"cluster_1";7.0
1;17596;"cluster_1";7.0
1;17605;"cluster_1";8.75
1;17688;"cluster_1";8.0
1;17730;"cluster_1";9.0
1;17767;"cluster_1";5.0
1;17782;"cluster_1";7.333333333333333
1;17813;"cluster_1";9.0
1;17832;"cluster_1";8.285714285714286
1;17848;"cluster_1";9.5
1;17856;"cluster_1";9.0
1;17879;"cluster_1";10.0
1;17958;"cluster_1";10.0
1;17994;"cluster_1";8.0
1;18014;"cluster_1";10.0
1;18042;"cluster_1";10.0
1;18054;"cluster_1";9.0
1;18059;"cluster_1";7.0
1;18083;"cluster_1";8.0
1;18085;"cluster_1";9.0
1;18110;"cluster_1";9.9
1;18124;"cluster_1";10.0
1;18129;"cluster_1";4.0
1;18144;"cluster_1";8.0
1;18151;"cluster_1";10.0
1;18164;"cluster_1";9.0
1;18209;"cluster_1";7.0
1;18240;"cluster_1";9.5
1;18259;"cluster_1";9.0
1;18280;"cluster_1";8.5
1;18363;"cluster_1";8.0
1;18390;"cluster_1";8.0
1;18411;"cluster_1";9.0
1;18452;"cluster_1";9.222222222222221
1;18483;"cluster_1";8.0
1;18543;"cluster_1";8.0
1;18589;"cluster_1";7.0
1;18606;"cluster_1";9.0
1;18612;"cluster_1";9.8
1;18617;"cluster_1";7.5
1;18703;"cluster_1";10.0
1;18776;"cluster_1";8.0
1;18805;"cluster_1";7.8
1;18829;"cluster_1";10.0
1;18853;"cluster_1";9.0
1;18873;"cluster_1";10.0
1;18874;"cluster_1";7.0
1;18903;"cluster_1";5.75
1;18926;"cluster_1";7.25
1;18932;"cluster_1";8.0
1;18946;"cluster_1";10.0
1;18958;"cluster_1";7.0
1;18990;"cluster_1";10.0
1;18992;"cluster_1";9.0
1;18994;"cluster_1";7.0
1;19015;"cluster_1";10.0
1;19019;"cluster_1";8.0
1;19022;"cluster_1";7.25
1;19031;"cluster_1";7.0
1;19048;"cluster_1";8.0
1;19051;"cluster_1";9.5
1;19137;"cluster_1";7.111111111111111
1;19138;"cluster_1";10.0
1;19142;"cluster_1";10.0
1;19164;"cluster_1";9.666666666666666
1;19213;"cluster_1";9.0
1;19230;"cluster_1";10.0
1;19256;"cluster_1";8.0
1;19288;"cluster_1";7.0
1;19292;"cluster_1";8.0
1;19309;"cluster_1";8.0
1;19320;"cluster_1";10.0
1;19344;"cluster_1";10.0
1;19367;"cluster_1";5.0
1;19382;"cluster_1";10.0
1;19384;"cluster_1";7.0
1;19406;"cluster_1";8.0
1;19441;"cluster_1";9.0
1;19462;"cluster_1";10.0
1;19472;"cluster_1";7.0
1;19484;"cluster_1";7.2
1;19529;"cluster_1";6.0
1;19531;"cluster_1";10.0
1;19547;"cluster_1";9.0
1;19554;"cluster_1";9.166666666666666
1;19567;"cluster_1";9.0
1;19591;"cluster_1";8.0
1;19602;"cluster_1";8.0
1;19606;"cluster_1";10.0
1;19611;"cluster_1";5.0
1;19645;"cluster_1";10.0
1;19670;"cluster_1";8.8
1;19718;"cluster_1";9.0
1;19723;"cluster_1";8.0
1;19726;"cluster_1";8.0
1;19739;"cluster_1";6.0
1;19810;"cluster_1";8.0
1;19815;"cluster_1";10.0
1;19825;"cluster_1";9.0
1;19848;"cluster_1";8.0
1;19862;"cluster_1";7.666666666666667
1;19864;"cluster_1";10.0
1;19876;"cluster_1";8.333333333333334
1;19900;"cluster_1";8.0
1;19930;"cluster_1";7.333333333333333
1;19937;"cluster_1";7.0
1;19941;"cluster_1";9.0
1;19954;"cluster_1";7.0
1;19958;"cluster_1";7.0
1;19968;"cluster_1";10.0
1;19976;"cluster_1";9.5
1;19991;"cluster_1";4.0
1;20006;"cluster_1";5.0
1;20009;"cluster_1";9.0
1;20029;"cluster_1";8.0
1;20030;"cluster_1";7.0
1;20040;"cluster_1";10.0
1;20044;"cluster_1";8.666666666666666
1;20083;"cluster_1";8.0
1;20090;"cluster_1";9.5
1;20205;"cluster_1";8.333333333333334
1;20239;"cluster_1";8.5
1;20261;"cluster_1";7.666666666666667
1;20266;"cluster_1";5.0
1;20281;"cluster_1";8.0
1;20287;"cluster_1";7.666666666666667
1;20344;"cluster_1";8.0
1;20382;"cluster_1";7.5
1;20386;"cluster_1";6.0
1;20526;"cluster_1";7.0
1;20605;"cluster_1";7.0
1;20665;"cluster_1";9.5
1;20666;"cluster_1";8.5
1;20670;"cluster_1";8.0
1;20671;"cluster_1";8.0
1;20699;"cluster_1";8.0
1;20700;"cluster_1";8.0
1;20779;"cluster_1";7.0
1;20804;"cluster_1";6.0
1;20806;"cluster_1";7.0
1;20814;"cluster_1";10.0
1;20844;"cluster_1";10.0
1;20846;"cluster_1";8.0
1;20847;"cluster_1";9.666666666666666
1;20849;"cluster_1";10.0
1;20910;"cluster_1";5.0
1;20911;"cluster_1";10.0
1;20985;"cluster_1";8.5
1;20986;"cluster_1";8.0
1;20996;"cluster_1";8.0
1;21031;"cluster_1";8.0
1;21046;"cluster_1";7.4
1;21071;"cluster_1";8.0
1;21074;"cluster_1";7.5
1;21104;"cluster_1";8.0
1;21106;"cluster_1";7.0
1;21129;"cluster_1";6.0
1;21200;"cluster_1";9.0
1;21201;"cluster_1";6.666666666666667
1;21206;"cluster_1";9.0
1;21251;"cluster_1";6.75
1;21258;"cluster_1";8.0
1;21296;"cluster_1";10.0
1;21341;"cluster_1";7.0
1;21381;"cluster_1";4.0
1;21400;"cluster_1";7.0
1;21425;"cluster_1";8.0
1;21512;"cluster_1";7.0
1;21517;"cluster_1";3.0
1;21525;"cluster_1";9.0
1;21536;"cluster_1";7.0
1;21560;"cluster_1";10.0
1;21597;"cluster_1";10.0
1;21646;"cluster_1";7.0
1;21647;"cluster_1";8.0
1;21662;"cluster_1";10.0
1;21681;"cluster_1";7.0
1;21696;"cluster_1";9.0
1;21709;"cluster_1";10.0
1;21712;"cluster_1";7.0
1;21743;"cluster_1";5.0
1;21744;"cluster_1";10.0
1;21761;"cluster_1";5.0
1;21762;"cluster_1";10.0
1;21792;"cluster_1";10.0
1;21794;"cluster_1";9.0
1;21795;"cluster_1";8.0
1;21814;"cluster_1";6.0
1;21904;"cluster_1";10.0
1;21915;"cluster_1";8.0
1;21931;"cluster_1";8.0
1;21962;"cluster_1";4.0
1;21966;"cluster_1";8.0
1;22066;"cluster_1";9.5
1;22074;"cluster_1";10.0
1;22139;"cluster_1";6.666666666666667
1;22143;"cluster_1";8.0
1;22154;"cluster_1";6.666666666666667
1;22158;"cluster_1";9.0
1;22187;"cluster_1";10.0
1;22195;"cluster_1";8.0
1;22242;"cluster_1";7.5
1;22245;"cluster_1";9.25
1;22273;"cluster_1";8.0
1;22316;"cluster_1";10.0
1;22359;"cluster_1";5.0
1;22393;"cluster_1";8.75
1;22401;"cluster_1";9.0
